Prefecture,City,Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),CO (mg/m3),SO2 (ug/m3),O3 (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Xylene (ug/m3),AQI,AQI_Bucket,Wind_Speed (km/h),Humidity (%),Deforestation_Rate_%,Industry_Growth_%,CO2_Emission_MT,Population_Density_per_SqKm
Nagano,Ueda,2023-05-01,15.75,16.44,7.87,5.47,9.6,0.41,0.51,4.1,36.85,0.16,1.07,0.08,57,Moderate,5.0,67.1,0.05,1.14,6.45,152.1
Nagano,Ueda,2023-06-01,8.57,10.5,5.13,8.02,13.91,1.01,0.27,3.27,20.48,0.7,2.05,0.32,36,Good,4.8,81.5,0.04,1.08,6.54,151.7
Nagano,Ueda,2023-07-01,7.14,9.25,9.23,6.65,3.61,1.02,0.1,3.11,26.29,0.33,0.9,0.71,30,Good,7.6,80.3,0.051,1.1,6.46,152.7
Nagano,Ueda,2023-08-01,7.99,7.59,3.69,6.15,8.94,2.1,0.15,1.91,35.22,0.36,1.85,0.57,33,Good,5.3,78.4,0.056,1.75,6.51,152.4
Nagano,Ueda,2023-09-01,8.56,12.1,2.94,5.79,16.78,2.48,0.09,2.19,23.65,1.1,1.46,0.49,36,Good,8.6,66.5,0.047,0.68,6.56,151.9
Nagano,Ueda,2023-10-01,14.83,24.26,10.51,15.82,10.33,5.16,0.4,5.6,31.17,0.69,2.71,1.16,55,Moderate,5.6,60.4,0.052,1.7,6.51,152.1
Nagano,Ueda,2023-11-01,12.51,21.44,7.68,9.61,2.93,3.11,0.54,7.61,29.28,0.61,1.27,0.67,50,Good,7.3,52.7,0.03,1.37,6.44,152.3
Nagano,Ueda,2023-12-01,10.84,34.61,8.73,13.53,18.82,2.99,0.41,11.68,35.22,1.68,5.29,0.7,45,Good,9.8,55.4,0.061,1.28,6.44,152.1
Nagano,Ueda,2024-01-01,17.5,30.28,13.28,16.17,16.8,4.7,0.3,6.26,48.87,1.23,1.41,1.29,61,Moderate,10.1,59.6,0.049,1.12,6.49,151.8
Nagano,Ueda,2024-02-01,9.06,28.42,15.85,18.75,10.47,6.22,0.31,2.89,49.16,0.35,1.91,0.75,38,Good,11.2,52.3,0.05,1.23,6.45,151.3
Nagano,Ueda,2024-03-01,17.39,16.8,11.74,7.5,6.49,6.05,0.31,8.83,38.27,1.45,2.39,1.1,61,Moderate,11.2,50.3,0.038,1.32,6.17,151.7
Nagano,Ueda,2024-04-01,10.02,26.37,9.92,14.06,9.07,1.27,0.16,2.35,26.91,1.27,1.9,1.17,42,Good,7.6,65.4,0.044,1.07,6.43,152.1
Nagano,Ueda,2024-05-01,12.02,17.28,2.06,3.0,12.59,2.87,0.34,1.65,20.0,0.27,2.4,0.59,49,Good,4.7,62.2,0.054,0.97,6.5,151.4
Nagano,Ueda,2024-06-01,11.2,15.01,1.21,3.38,8.8,1.53,0.34,4.63,20.07,0.35,2.06,0.23,47,Good,4.9,64.4,0.049,1.09,6.44,151.7
Nagano,Ueda,2024-07-01,8.02,14.29,7.57,4.02,7.89,2.0,0.42,4.79,18.4,0.36,1.03,0.32,33,Good,5.2,69.8,0.052,1.3,6.45,152.0
Nagano,Ueda,2024-08-01,8.83,7.33,3.07,3.63,3.17,3.94,0.14,3.15,34.44,0.32,1.55,0.19,37,Good,8.7,70.2,0.054,1.05,6.33,152.4
Nagano,Ueda,2024-09-01,9.19,19.18,3.15,5.79,11.64,2.75,0.16,3.18,19.94,0.37,3.37,0.1,38,Good,9.0,70.4,0.062,1.01,6.47,151.5
Nagano,Ueda,2024-10-01,6.83,12.85,6.96,12.31,17.35,4.05,0.19,2.52,25.55,0.99,3.98,0.28,28,Good,8.5,56.8,0.045,1.27,6.58,151.9
Nagano,Ueda,2024-11-01,12.48,27.12,13.51,17.65,15.39,4.6,0.54,2.87,45.37,1.63,2.13,0.28,50,Good,10.7,57.2,0.069,0.97,6.39,152.1
Nagano,Ueda,2024-12-01,11.69,24.36,10.22,17.54,15.11,5.05,0.41,7.24,31.16,0.53,4.96,1.48,49,Good,7.9,49.9,0.036,1.33,6.32,151.8
Nagano,Ueda,2025-01-01,14.21,25.44,14.69,15.51,22.56,4.51,0.33,6.59,46.89,1.47,1.39,0.42,54,Moderate,6.4,57.1,0.05,0.97,6.44,151.5
Nagano,Ueda,2025-02-01,19.19,36.68,3.96,13.19,19.47,1.29,0.42,7.88,25.04,1.04,2.32,1.14,65,Moderate,5.1,49.7,0.046,1.05,6.26,152.0
Nagano,Ueda,2025-03-01,16.72,23.5,8.73,7.89,5.26,4.94,0.24,6.0,46.07,0.45,4.18,0.35,59,Moderate,9.5,47.5,0.035,1.63,6.41,151.0
Nagano,Ueda,2025-04-01,9.25,14.9,6.47,10.27,6.01,1.98,0.59,2.68,15.85,0.52,2.0,0.54,39,Good,7.9,61.3,0.057,1.23,6.27,151.5
Nagano,Ueda,2025-05-01,7.44,12.72,9.57,6.7,5.25,1.85,0.26,5.1,24.01,0.94,3.28,0.46,31,Good,9.4,71.9,0.052,1.09,6.25,152.2
Nagano,Ueda,2025-06-01,8.63,16.77,3.76,9.3,8.3,2.98,0.38,4.1,21.07,0.94,1.18,0.15,36,Good,4.5,78.0,0.048,1.63,6.5,151.6
Nagano,Ueda,2025-07-01,10.3,14.17,6.9,6.62,9.85,3.1,0.1,2.87,24.59,0.49,1.09,0.28,43,Good,7.1,69.6,0.04,1.75,6.38,151.3
Nagano,Ueda,2025-08-01,6.31,13.18,2.85,5.35,8.31,3.64,0.15,2.98,33.5,0.46,0.71,0.44,26,Good,8.3,63.5,0.032,1.58,6.33,151.6
Nagano,Ueda,2025-09-01,11.56,11.79,3.03,10.74,5.74,1.28,0.46,3.31,19.03,0.65,1.5,0.54,48,Good,8.5,77.0,0.046,1.58,6.34,151.4
Nagano,Ueda,2025-10-01,15.54,19.53,3.32,15.73,17.21,4.3,0.14,3.88,33.73,0.74,2.88,0.27,57,Moderate,11.4,63.6,0.057,1.73,6.33,151.5
Nagano,Ueda,2025-11-01,14.58,28.11,1.32,6.74,4.32,4.53,0.25,4.1,46.61,1.08,3.75,0.14,55,Moderate,9.7,64.4,0.047,0.84,6.48,151.5
Nagano,Ueda,2025-12-01,17.87,26.89,14.2,13.79,11.54,3.32,0.24,4.36,45.87,0.58,2.85,1.13,62,Moderate,6.7,46.8,0.05,1.14,6.42,151.7
Nagasaki,Isahaya,2014-01-01,24.62,20.1,13.53,24.58,16.83,5.64,0.71,10.5,51.69,1.99,7.31,0.47,77,Moderate,5.3,53.3,0.059,1.55,4.93,330.4
Nagasaki,Isahaya,2014-02-01,10.35,23.12,12.03,16.67,26.6,7.35,0.56,6.7,45.01,1.62,6.05,0.58,43,Good,6.3,47.8,0.05,0.32,4.95,329.7
Nagasaki,Isahaya,2014-03-01,17.78,64.48,3.11,12.19,19.91,6.42,0.73,7.56,34.16,0.53,3.16,0.85,62,Moderate,11.0,69.7,0.072,1.06,4.97,330.4
Nagasaki,Isahaya,2014-04-01,11.19,25.84,7.4,16.41,13.54,3.01,0.64,8.1,34.63,1.55,2.19,0.25,47,Good,13.9,66.4,0.042,1.14,5.07,329.8
Nagasaki,Isahaya,2014-05-01,13.27,20.39,3.51,14.67,13.26,4.62,0.36,3.71,29.3,1.02,1.4,0.86,52,Moderate,10.7,64.4,0.052,1.2,4.92,330.3
Nagasaki,Isahaya,2014-06-01,12.57,13.98,5.97,5.37,5.32,2.0,0.22,4.56,32.21,0.77,1.99,0.01,50,Good,7.5,77.2,0.066,0.87,4.98,332.1
Nagasaki,Isahaya,2014-07-01,7.84,21.6,8.19,5.2,14.38,2.77,0.47,3.22,19.38,0.45,0.77,0.69,33,Good,4.5,82.3,0.056,1.19,5.02,330.0
Nagasaki,Isahaya,2014-08-01,13.26,14.43,6.35,14.9,8.93,3.74,0.31,2.6,41.8,0.61,3.51,0.83,52,Moderate,10.7,77.7,0.048,0.36,5.01,329.9
Nagasaki,Isahaya,2014-09-01,12.78,22.43,7.34,8.21,14.21,5.03,0.15,7.47,21.75,0.69,3.65,0.71,51,Moderate,10.3,83.2,0.036,0.77,5.03,329.3
Nagasaki,Isahaya,2014-10-01,8.98,15.37,7.28,19.02,17.88,1.89,0.34,1.07,36.8,0.62,3.3,0.56,37,Good,8.0,68.8,0.063,1.25,5.04,330.9
Nagasaki,Isahaya,2014-11-01,8.7,25.32,14.03,20.13,27.48,4.89,0.74,9.43,23.71,0.18,2.48,1.13,36,Good,14.5,76.6,0.043,0.95,5.04,330.4
Nagasaki,Isahaya,2014-12-01,11.62,26.99,5.72,17.51,16.36,3.98,0.89,13.06,49.98,1.71,5.79,1.36,48,Good,11.7,63.2,0.038,1.19,4.99,330.0
Nagasaki,Isahaya,2015-01-01,15.05,42.3,18.45,20.99,26.71,8.79,0.86,4.8,64.35,1.46,6.78,0.69,56,Moderate,10.8,60.6,0.056,0.46,4.98,329.5
Nagasaki,Isahaya,2015-02-01,22.03,44.86,13.91,12.95,6.54,1.68,0.88,9.56,63.74,0.42,2.52,0.28,71,Moderate,12.9,47.3,0.036,0.74,4.88,329.2
Nagasaki,Isahaya,2015-03-01,18.93,51.78,12.34,17.77,14.65,1.81,0.57,2.92,59.73,1.65,4.99,1.4,64,Moderate,9.5,53.0,0.049,0.96,4.99,327.6
Nagasaki,Isahaya,2015-04-01,12.62,50.69,7.71,16.72,4.22,5.03,0.63,9.54,22.58,0.43,1.43,0.36,50,Good,9.0,60.5,0.034,0.86,4.88,329.2
Nagasaki,Isahaya,2015-05-01,11.01,20.4,7.15,15.46,15.22,2.95,0.56,6.94,26.2,1.29,2.54,1.06,46,Good,6.8,64.6,0.047,0.42,5.05,329.2
Nagasaki,Isahaya,2015-06-01,13.47,12.18,3.13,15.46,7.66,1.82,0.11,1.58,22.4,0.17,4.03,0.72,52,Moderate,8.7,80.0,0.047,1.66,4.98,329.7
Nagasaki,Isahaya,2015-07-01,5.18,9.33,4.27,1.9,9.1,3.31,0.44,5.0,39.62,0.26,1.74,0.4,22,Good,4.6,89.9,0.061,0.82,5.05,328.7
Nagasaki,Isahaya,2015-08-01,10.04,11.98,7.12,7.96,16.34,3.74,0.5,0.48,16.98,1.01,2.65,0.79,42,Good,7.6,78.7,0.055,0.56,4.89,328.9
Nagasaki,Isahaya,2015-09-01,10.86,16.51,10.33,16.99,11.87,1.68,0.44,6.3,31.8,1.02,3.82,0.87,45,Good,12.9,79.2,0.047,0.98,4.9,329.1
Nagasaki,Isahaya,2015-10-01,15.99,29.05,8.55,11.53,6.97,1.72,0.37,7.97,18.9,1.22,1.88,0.5,58,Moderate,14.3,68.3,0.06,1.38,4.96,328.8
Nagasaki,Isahaya,2015-11-01,22.79,37.69,7.62,10.22,11.28,4.57,0.6,9.41,24.13,1.27,2.02,0.43,73,Moderate,10.9,60.2,0.062,0.84,4.98,330.4
Nagasaki,Isahaya,2015-12-01,11.9,41.27,5.69,14.47,32.8,8.72,0.67,6.12,44.13,1.84,5.92,1.44,50,Good,13.1,61.0,0.047,0.62,4.8,328.3
Nagasaki,Isahaya,2016-01-01,16.81,21.88,13.15,18.39,18.77,2.82,0.35,9.08,38.85,1.34,1.12,0.31,59,Moderate,8.0,50.7,0.058,0.66,4.99,329.3
Nagasaki,Isahaya,2016-02-01,17.36,27.73,9.32,14.21,10.56,6.01,0.47,7.7,68.27,0.44,6.42,1.49,61,Moderate,11.6,61.5,0.054,0.38,4.98,328.0
Nagasaki,Isahaya,2016-03-01,13.26,34.94,1.49,18.59,26.15,4.26,0.63,10.78,26.91,1.38,3.8,0.36,52,Moderate,7.3,62.7,0.045,0.41,4.91,329.4
Nagasaki,Isahaya,2016-04-01,15.13,22.49,8.09,6.8,16.89,4.46,0.34,2.52,40.78,0.31,1.77,1.17,56,Moderate,8.7,72.7,0.051,0.19,4.89,327.7
Nagasaki,Isahaya,2016-05-01,7.95,21.4,6.88,10.33,12.34,1.81,0.11,3.76,38.87,0.65,1.95,0.58,33,Good,6.0,74.8,0.048,0.92,4.98,327.2
Nagasaki,Isahaya,2016-06-01,13.0,22.49,7.72,12.48,13.28,1.61,0.41,4.41,17.19,0.66,3.0,0.25,51,Moderate,7.5,84.6,0.063,1.0,4.82,328.7
Nagasaki,Isahaya,2016-07-01,4.28,13.68,2.95,10.58,7.67,1.55,0.15,4.81,35.45,0.81,3.61,0.95,18,Good,6.4,75.2,0.033,0.64,4.87,328.8
Nagasaki,Isahaya,2016-08-01,9.23,14.26,5.75,3.9,12.94,3.12,0.09,4.4,44.71,0.95,2.55,0.18,38,Good,5.4,66.6,0.069,0.74,4.88,328.5
Nagasaki,Isahaya,2016-09-01,4.4,20.84,3.41,11.74,11.34,3.2,0.22,4.04,13.57,0.56,1.03,0.23,18,Good,11.2,69.9,0.04,1.06,4.93,327.6
Nagasaki,Isahaya,2016-10-01,7.95,29.72,10.08,13.08,12.43,3.02,0.55,6.23,38.87,1.1,1.2,0.5,33,Good,10.8,74.3,0.048,0.68,4.9,328.1
Nagasaki,Isahaya,2016-11-01,18.98,14.13,11.94,19.79,23.75,2.87,0.4,6.75,31.05,1.77,2.24,0.44,64,Moderate,11.7,54.0,0.05,0.76,4.92,328.6
Nagasaki,Isahaya,2016-12-01,14.97,30.88,10.55,10.0,18.34,6.28,0.43,6.96,37.42,1.99,3.95,1.32,55,Moderate,8.4,62.5,0.047,0.6,4.96,329.2
Nagasaki,Isahaya,2017-01-01,26.71,45.5,6.19,6.78,20.07,6.86,0.69,9.95,61.63,0.59,5.46,0.27,82,Moderate,7.7,64.3,0.034,0.75,4.86,328.3
Nagasaki,Isahaya,2017-02-01,14.32,42.74,6.83,17.29,11.28,3.23,0.61,7.48,28.26,1.72,1.68,1.07,54,Moderate,13.2,53.9,0.058,0.4,4.94,328.0
Nagasaki,Isahaya,2017-03-01,21.29,24.28,15.48,14.64,9.11,3.17,0.32,6.18,28.8,1.38,5.17,1.6,69,Moderate,7.1,70.4,0.044,0.71,4.85,327.7
Nagasaki,Isahaya,2017-04-01,18.0,39.48,6.76,7.2,9.07,4.92,0.59,6.28,29.46,0.81,5.56,0.73,62,Moderate,8.3,73.2,0.046,0.89,4.88,328.7
Nagasaki,Isahaya,2017-05-01,11.61,16.52,5.66,10.15,12.8,3.56,0.36,5.29,36.16,1.33,4.31,0.32,48,Good,13.6,60.5,0.056,0.84,4.87,327.9
Nagasaki,Isahaya,2017-06-01,7.15,17.59,5.79,4.14,4.06,2.6,0.14,6.38,33.91,0.26,1.54,0.91,30,Good,10.9,74.2,0.061,0.69,4.86,327.2
Nagasaki,Isahaya,2017-07-01,13.52,23.04,4.35,4.89,12.27,2.49,0.47,4.43,29.39,0.81,1.59,0.23,52,Moderate,6.2,86.0,0.048,1.14,4.86,328.1
Nagasaki,Isahaya,2017-08-01,11.01,18.14,9.16,12.41,9.1,2.0,0.38,0.47,21.5,0.66,3.89,0.58,46,Good,10.0,86.6,0.046,0.3,4.83,327.4
Nagasaki,Isahaya,2017-09-01,14.26,19.08,10.35,12.78,11.79,2.16,0.25,6.35,40.53,1.13,2.22,0.01,54,Moderate,5.3,65.5,0.055,0.88,4.84,328.8
Nagasaki,Isahaya,2017-10-01,13.97,21.76,10.37,14.12,15.39,5.08,0.44,5.73,46.37,1.13,4.47,0.89,53,Moderate,7.7,64.1,0.043,0.24,4.84,328.2
Nagasaki,Isahaya,2017-11-01,12.54,28.63,12.56,13.57,18.88,3.05,0.7,4.82,26.58,0.96,1.92,0.68,50,Good,7.0,69.7,0.058,0.59,4.91,327.8
Nagasaki,Isahaya,2017-12-01,16.42,28.57,16.79,26.94,18.14,8.87,0.73,5.57,43.5,1.99,4.19,1.31,59,Moderate,6.9,54.8,0.062,0.52,4.9,327.5
Nagasaki,Isahaya,2018-01-01,10.54,41.6,8.43,16.07,13.64,5.34,0.58,2.42,38.72,2.22,4.39,1.83,44,Good,14.8,57.9,0.047,1.09,4.83,327.6
Nagasaki,Isahaya,2018-02-01,21.47,38.4,9.99,8.36,21.28,7.26,0.6,9.4,54.83,0.84,6.43,1.55,70,Moderate,7.1,56.4,0.049,1.08,4.92,327.3
Nagasaki,Isahaya,2018-03-01,12.05,35.65,7.1,19.86,12.78,1.99,0.38,9.08,23.6,1.28,0.81,1.72,49,Good,5.8,68.7,0.055,1.16,4.84,327.5
Nagasaki,Isahaya,2018-04-01,18.32,14.62,8.36,9.46,23.48,3.73,0.54,5.19,19.56,0.5,5.15,1.36,63,Moderate,11.5,72.9,0.049,0.95,4.78,328.4
Nagasaki,Isahaya,2018-05-01,16.14,27.01,8.84,3.98,4.34,2.24,0.52,8.54,18.81,1.07,2.8,0.74,58,Moderate,7.1,67.4,0.053,0.51,4.76,328.0
Nagasaki,Isahaya,2018-06-01,5.38,17.11,8.98,8.75,16.81,3.58,0.55,3.23,32.24,0.5,2.63,0.85,22,Good,2.7,76.5,0.04,0.43,4.82,328.6
Nagasaki,Isahaya,2018-07-01,13.56,13.85,8.96,8.69,4.81,1.63,0.17,4.09,20.83,0.45,2.93,0.12,52,Moderate,4.8,80.4,0.046,1.22,4.82,327.5
Nagasaki,Isahaya,2018-08-01,12.32,15.82,3.43,10.23,4.71,2.27,0.17,5.35,34.04,0.29,2.16,0.37,49,Good,11.0,72.2,0.037,1.1,4.78,327.4
Nagasaki,Isahaya,2018-09-01,10.58,6.13,10.18,11.71,17.84,5.12,0.44,7.44,17.85,0.83,3.64,0.26,44,Good,10.7,67.3,0.053,0.78,4.93,326.8
Nagasaki,Isahaya,2018-10-01,18.74,25.28,7.72,8.03,7.58,5.23,0.29,4.01,45.86,0.91,3.49,1.23,64,Moderate,7.2,66.4,0.053,0.78,4.86,328.4
Nagasaki,Isahaya,2018-11-01,13.8,16.94,9.12,13.35,12.02,5.54,0.18,5.55,20.74,1.64,3.9,0.65,53,Moderate,13.4,61.2,0.059,1.01,4.98,327.5
Nagasaki,Isahaya,2018-12-01,20.19,32.74,17.59,21.76,27.37,4.1,0.33,10.7,49.31,1.89,1.96,1.19,67,Moderate,11.4,67.6,0.034,0.55,4.92,327.5
Nagasaki,Isahaya,2019-01-01,15.31,21.19,13.16,19.53,9.38,6.48,0.37,7.55,37.94,2.01,2.92,1.15,56,Moderate,7.0,59.7,0.036,1.23,4.84,327.8
Nagasaki,Isahaya,2019-02-01,19.92,34.8,12.52,26.57,25.45,6.27,0.88,7.37,52.29,1.06,1.5,0.33,66,Moderate,13.7,47.2,0.033,1.68,4.83,327.3
Nagasaki,Isahaya,2019-03-01,10.12,33.26,14.48,24.4,13.19,3.6,0.41,4.93,28.92,1.22,1.7,1.24,42,Good,6.5,70.4,0.044,1.42,4.76,325.8
Nagasaki,Isahaya,2019-04-01,18.54,46.28,4.83,5.84,8.63,3.23,0.17,7.29,41.2,1.53,1.27,1.19,63,Moderate,10.9,75.6,0.04,1.42,4.75,326.8
Nagasaki,Isahaya,2019-05-01,13.56,11.69,8.09,9.21,6.85,4.14,0.29,1.65,48.3,0.75,0.97,1.02,52,Moderate,3.4,63.2,0.065,0.64,4.78,327.3
Nagasaki,Isahaya,2019-06-01,15.14,24.23,8.27,9.46,14.05,1.5,0.15,6.22,41.77,1.24,1.51,0.16,56,Moderate,4.3,88.4,0.058,0.85,4.81,326.8
Nagasaki,Isahaya,2019-07-01,13.99,13.63,9.5,6.92,7.45,2.27,0.18,5.46,23.44,0.59,2.9,0.65,53,Moderate,7.1,80.6,0.059,0.75,4.86,326.8
Nagasaki,Isahaya,2019-08-01,12.4,14.55,5.75,10.93,7.77,3.96,0.05,4.46,20.34,1.01,1.4,0.84,50,Good,12.3,83.7,0.038,1.57,4.79,326.1
Nagasaki,Isahaya,2019-09-01,7.03,16.79,3.86,10.49,6.83,3.59,0.12,2.99,31.49,0.66,1.41,0.14,29,Good,14.6,78.6,0.055,0.9,4.85,327.1
Nagasaki,Isahaya,2019-10-01,10.5,15.03,5.54,12.04,17.46,2.17,0.26,9.02,33.7,0.67,0.74,0.36,44,Good,9.8,78.9,0.037,0.97,4.76,327.0
Nagasaki,Isahaya,2019-11-01,13.24,30.01,7.57,6.54,20.96,5.85,0.59,5.53,26.41,0.73,2.78,0.33,52,Moderate,11.2,64.4,0.051,0.63,4.71,326.3
Nagasaki,Isahaya,2019-12-01,26.01,35.0,7.33,15.53,19.73,6.27,0.55,7.94,29.79,1.73,6.24,1.81,80,Moderate,9.8,61.5,0.036,0.57,4.85,325.7
Nagasaki,Isahaya,2020-01-01,24.21,37.45,6.64,15.82,28.26,8.41,0.74,4.32,57.35,1.45,5.77,1.36,76,Moderate,8.0,51.7,0.045,0.68,4.8,325.7
Nagasaki,Isahaya,2020-02-01,25.07,22.79,6.44,23.86,25.09,3.87,0.7,4.54,51.61,1.02,1.49,1.5,78,Moderate,10.3,57.1,0.053,0.88,4.78,326.2
Nagasaki,Isahaya,2020-03-01,11.24,13.04,4.21,5.78,10.66,1.93,0.41,3.28,26.65,0.74,1.95,0.2,47,Good,12.3,62.2,0.053,0.97,4.72,325.8
Nagasaki,Isahaya,2020-04-01,4.65,9.66,3.22,3.58,6.35,2.17,0.14,2.84,23.2,0.26,0.53,0.22,19,Good,5.5,59.1,0.063,0.94,4.75,325.0
Nagasaki,Isahaya,2020-05-01,5.53,14.26,4.57,8.33,8.82,2.37,0.1,4.49,8.81,0.22,2.46,0.14,23,Good,11.3,73.1,0.062,1.35,4.75,325.5
Nagasaki,Isahaya,2020-06-01,2.0,15.52,4.4,5.81,10.59,2.28,0.29,2.22,24.04,0.48,2.41,0.55,8,Good,5.8,73.7,0.025,1.11,4.71,324.7
Nagasaki,Isahaya,2020-07-01,4.96,20.24,0.82,6.58,7.18,1.65,0.16,2.04,37.35,0.02,2.77,0.61,21,Good,11.3,85.0,0.046,0.67,4.78,326.4
Nagasaki,Isahaya,2020-08-01,9.51,11.66,2.47,13.03,9.76,1.68,0.26,2.0,31.69,1.2,2.14,0.31,40,Good,3.0,77.6,0.077,1.19,4.75,326.6
Nagasaki,Isahaya,2020-09-01,9.16,22.28,2.86,13.17,7.35,5.14,0.3,6.29,33.76,0.35,1.01,0.66,38,Good,9.2,76.8,0.051,0.31,4.75,324.6
Nagasaki,Isahaya,2020-10-01,18.47,14.85,4.83,6.51,16.55,2.21,0.21,2.27,24.54,2.07,4.94,0.83,63,Moderate,13.8,61.8,0.064,1.06,4.8,326.0
Nagasaki,Isahaya,2020-11-01,11.48,22.22,7.56,15.38,22.32,3.76,0.39,3.53,47.9,1.76,1.94,0.41,48,Good,15.3,60.2,0.052,1.05,4.7,326.0
Nagasaki,Isahaya,2020-12-01,23.02,34.93,17.28,23.06,8.6,6.99,0.51,8.59,42.84,0.91,2.84,1.58,73,Moderate,13.3,54.2,0.07,1.06,4.8,326.6
Nagasaki,Isahaya,2021-01-01,12.3,22.76,8.03,22.97,24.82,4.77,0.66,4.97,36.5,0.79,4.15,1.49,49,Good,10.3,46.9,0.052,0.66,4.73,325.1
Nagasaki,Isahaya,2021-02-01,27.4,32.31,10.37,23.21,20.55,4.88,0.35,10.05,58.66,0.49,3.85,1.54,83,Moderate,8.0,51.8,0.054,1.56,4.84,326.0
Nagasaki,Isahaya,2021-03-01,13.12,34.66,12.38,15.8,20.11,4.29,0.54,4.42,34.68,0.34,2.25,1.35,51,Moderate,10.9,52.6,0.027,0.96,4.69,326.4
Nagasaki,Isahaya,2021-04-01,17.5,43.45,11.59,10.49,14.97,1.76,0.36,2.33,46.41,0.7,4.19,1.1,61,Moderate,8.1,61.2,0.048,0.95,4.69,324.8
Nagasaki,Isahaya,2021-05-01,9.11,11.59,5.37,7.06,11.38,2.33,0.5,3.15,49.36,0.81,1.08,0.23,38,Good,13.2,75.3,0.029,0.97,4.7,326.1
Nagasaki,Isahaya,2021-06-01,8.31,12.33,7.07,9.79,5.61,2.09,0.29,3.39,37.84,0.44,2.86,0.7,35,Good,7.0,79.8,0.049,1.17,4.69,324.9
Nagasaki,Isahaya,2021-07-01,8.02,10.03,8.19,11.66,6.45,0.56,0.28,3.08,17.44,0.04,3.41,0.8,33,Good,10.2,85.3,0.038,1.21,4.85,325.6
Nagasaki,Isahaya,2021-08-01,12.96,17.01,3.85,13.6,3.88,2.76,0.38,4.83,33.66,0.42,2.24,0.82,51,Moderate,5.1,83.4,0.053,1.33,4.74,325.1
Nagasaki,Isahaya,2021-09-01,11.0,13.97,9.11,5.81,6.39,1.73,0.11,6.84,23.04,0.85,4.03,0.85,46,Good,12.3,79.7,0.054,0.87,4.58,325.4
Nagasaki,Isahaya,2021-10-01,8.21,24.55,11.94,13.8,11.3,4.37,0.45,8.57,39.45,1.26,3.45,0.95,34,Good,11.4,60.0,0.029,1.26,4.74,325.6
Nagasaki,Isahaya,2021-11-01,12.53,17.46,12.31,16.81,17.38,4.25,0.65,4.25,38.22,0.81,5.41,1.06,50,Good,12.1,58.3,0.061,1.15,4.74,324.8
Nagasaki,Isahaya,2021-12-01,15.46,21.19,12.61,14.21,21.42,2.72,0.45,4.9,40.08,0.64,3.19,0.35,56,Moderate,7.3,53.4,0.053,0.59,4.83,326.3
Nagasaki,Isahaya,2022-01-01,23.33,40.74,6.4,10.43,18.33,2.46,0.59,6.91,36.45,2.12,5.51,1.59,74,Moderate,7.2,47.0,0.059,1.82,4.79,325.6
Nagasaki,Isahaya,2022-02-01,12.8,16.57,7.3,17.34,19.91,2.85,0.62,5.96,44.98,1.72,3.8,0.98,51,Moderate,10.0,47.2,0.041,0.98,4.68,324.2
Nagasaki,Isahaya,2022-03-01,23.43,43.69,9.65,20.67,9.87,4.66,0.44,1.64,50.89,1.18,4.04,0.28,74,Moderate,8.7,69.7,0.045,1.24,4.79,324.8
Nagasaki,Isahaya,2022-04-01,13.45,44.72,8.88,10.36,12.25,3.68,0.6,2.23,27.02,0.71,4.03,1.18,52,Moderate,8.4,57.5,0.049,0.97,4.59,325.2
Nagasaki,Isahaya,2022-05-01,14.94,21.36,4.51,13.68,13.02,0.71,0.31,1.77,31.95,1.29,4.01,0.28,55,Moderate,11.8,62.9,0.054,1.11,4.7,324.4
Nagasaki,Isahaya,2022-06-01,5.89,18.33,6.17,7.7,12.75,3.83,0.29,2.77,29.34,1.4,1.28,0.7,25,Good,6.4,76.5,0.053,0.75,4.66,325.3
Nagasaki,Isahaya,2022-07-01,5.11,14.62,4.58,9.91,7.66,2.12,0.09,1.12,17.58,0.17,2.44,0.34,21,Good,6.6,82.9,0.07,0.58,4.57,324.5
Nagasaki,Isahaya,2022-08-01,9.83,13.79,7.29,10.63,11.05,4.22,0.14,3.25,24.09,0.54,1.11,0.64,41,Good,10.7,78.9,0.056,0.53,4.71,325.6
Nagasaki,Isahaya,2022-09-01,5.85,17.0,4.41,10.48,17.57,2.68,0.33,3.78,34.79,0.21,2.38,0.26,24,Good,14.3,69.9,0.043,0.75,4.62,325.1
Nagasaki,Isahaya,2022-10-01,10.23,30.58,8.52,3.52,13.39,4.02,0.55,1.9,19.23,0.53,1.36,1.19,43,Good,12.6,67.7,0.047,1.23,4.65,324.0
Nagasaki,Isahaya,2022-11-01,16.15,23.65,14.08,22.25,9.56,2.92,0.63,8.44,55.66,1.43,1.28,0.87,58,Moderate,7.6,56.7,0.058,0.78,4.67,323.7
Nagasaki,Isahaya,2022-12-01,19.52,32.97,14.36,14.56,7.91,7.2,0.24,4.96,47.83,1.1,3.74,0.2,66,Moderate,7.0,51.3,0.056,0.9,4.64,323.9
Nagasaki,Isahaya,2023-01-01,24.45,22.52,14.75,18.47,11.72,4.0,0.71,7.88,55.99,2.05,1.43,1.55,76,Moderate,12.3,54.9,0.035,1.63,4.65,324.9
