Province,City,Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),CO (mg/m3),SO2 (ug/m3),O3 (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Xylene (ug/m3),AQI,AQI_Bucket,Wind_Speed (km/h),Humidity (%),Deforestation_Rate_%,Industry_Growth_%,CO2_Emission_MT,Population_Density_per_SqKm
Punjab,Gujrat,2017-04-01,68.06,175.7,43.47,70.1,73.52,18.66,4.73,46.81,61.17,9.86,19.91,2.15,157,Unhealthy,8.0,38.8,0.375,7.27,120.27,567.8
Punjab,Gujrat,2017-05-01,146.96,198.0,29.89,71.87,85.68,22.93,4.91,36.42,86.31,7.87,13.34,3.24,198,Unhealthy,15.5,26.5,0.47,5.14,117.27,561.6
Punjab,Gujrat,2017-06-01,81.0,242.07,27.2,64.83,68.02,39.82,2.77,29.38,77.79,5.8,19.62,4.47,164,Unhealthy,16.0,38.6,0.435,5.07,119.25,567.0
Punjab,Gujrat,2017-07-01,112.94,106.25,32.11,46.11,49.71,14.53,2.85,37.88,59.07,5.84,20.81,5.34,181,Unhealthy,11.7,74.8,0.515,4.73,116.79,570.1
Punjab,Gujrat,2017-08-01,117.48,166.95,50.35,75.62,55.01,19.97,4.35,24.89,59.75,7.74,17.69,6.18,183,Unhealthy,7.7,86.8,0.344,4.7,119.35,564.4
Punjab,Gujrat,2017-09-01,179.14,118.45,52.78,49.82,57.46,25.17,3.97,29.8,67.97,4.24,22.31,6.52,229,Very Unhealthy,7.9,80.9,0.447,3.1,122.32,566.5
Punjab,Gujrat,2017-10-01,173.09,286.65,81.64,110.98,153.71,30.27,5.51,68.36,104.38,6.23,26.73,3.18,223,Very Unhealthy,4.2,68.0,0.423,5.69,120.23,569.0
Punjab,Gujrat,2017-11-01,393.56,343.71,128.74,180.0,200.0,70.18,4.36,41.83,200.0,10.77,16.62,13.47,415,Hazardous,6.9,47.7,0.547,3.3,122.46,565.0
Punjab,Gujrat,2017-12-01,293.18,579.38,111.25,180.0,200.0,76.49,4.43,54.02,178.39,19.89,35.37,16.92,335,Hazardous,5.1,53.8,0.462,2.99,123.42,568.1
Punjab,Gujrat,2018-01-01,368.07,631.34,150.0,159.22,200.0,80.0,13.65,94.56,134.93,16.23,25.49,16.63,395,Hazardous,1.9,62.6,0.427,4.97,121.55,577.5
Punjab,Gujrat,2018-02-01,290.61,278.02,44.99,101.85,129.28,25.83,5.51,79.99,81.37,11.28,38.24,7.59,333,Hazardous,5.9,64.9,0.495,4.03,124.92,575.9
Punjab,Gujrat,2018-03-01,206.39,344.59,73.66,58.68,115.8,53.68,5.83,27.3,58.48,7.01,28.37,3.33,256,Very Unhealthy,11.0,64.9,0.487,4.52,123.68,574.3
Punjab,Gujrat,2018-04-01,161.64,254.8,35.04,81.72,112.86,26.2,3.19,53.22,51.76,5.63,17.54,4.21,212,Very Unhealthy,14.2,40.7,0.472,6.36,121.45,579.3
Punjab,Gujrat,2018-05-01,86.78,212.85,26.44,87.93,74.1,42.66,5.08,23.87,51.44,1.99,6.01,2.77,167,Unhealthy,10.7,31.4,0.492,4.23,123.68,576.2
Punjab,Gujrat,2018-06-01,64.48,206.32,33.53,67.63,55.0,23.57,3.22,44.75,54.57,2.62,5.36,3.78,156,Unhealthy,17.7,59.4,0.476,3.91,125.32,576.5
Punjab,Gujrat,2018-07-01,137.34,182.78,26.63,67.62,59.84,31.96,4.33,17.15,43.73,3.97,14.55,2.1,193,Unhealthy,7.7,71.9,0.453,3.92,122.81,580.5
Punjab,Gujrat,2018-08-01,149.66,112.57,25.06,38.56,69.85,30.91,3.48,31.41,79.71,1.9,5.5,5.56,200,Unhealthy,8.8,61.2,0.396,4.93,122.84,579.1
Punjab,Gujrat,2018-09-01,124.49,199.46,58.7,74.84,67.88,35.44,4.05,22.5,49.19,7.02,17.67,2.03,187,Unhealthy,5.5,55.8,0.458,3.83,124.25,574.4
Punjab,Gujrat,2018-10-01,220.87,367.16,37.91,92.22,82.4,21.78,6.68,23.36,89.11,13.78,11.1,9.8,271,Very Unhealthy,5.3,44.1,0.464,5.07,122.42,576.7
Punjab,Gujrat,2018-11-01,378.98,786.95,92.44,180.0,200.0,80.0,13.87,97.76,200.0,16.11,17.81,10.95,403,Hazardous,5.6,59.5,0.402,7.38,123.96,577.0
Punjab,Gujrat,2018-12-01,446.69,974.71,101.31,180.0,200.0,62.27,13.47,100.0,181.25,13.71,29.65,17.92,457,Hazardous,6.0,58.5,0.486,5.82,123.77,577.8
Punjab,Gujrat,2019-01-01,379.11,947.7,139.6,180.0,200.0,80.0,12.36,100.0,200.0,17.23,31.79,8.03,404,Hazardous,8.1,60.5,0.379,4.53,129.86,584.7
Punjab,Gujrat,2019-02-01,247.15,284.26,93.41,89.47,88.84,66.15,6.42,29.48,77.58,4.4,25.45,11.38,297,Very Unhealthy,7.6,56.3,0.409,5.69,126.21,589.4
Punjab,Gujrat,2019-03-01,147.21,343.93,63.1,63.16,91.87,24.56,3.11,32.18,56.56,10.48,31.16,5.06,198,Unhealthy,3.9,38.0,0.461,3.2,123.39,586.8
Punjab,Gujrat,2019-04-01,150.21,207.22,39.0,52.79,84.02,41.65,3.63,36.61,70.69,5.1,6.23,3.67,200,Unhealthy,5.2,46.5,0.522,4.27,126.2,586.2
Punjab,Gujrat,2019-05-01,110.65,191.62,45.98,78.27,95.9,23.84,5.14,52.84,48.71,10.84,11.91,2.09,179,Unhealthy,8.3,27.4,0.491,4.49,127.56,586.4
Punjab,Gujrat,2019-06-01,105.3,230.09,36.0,81.24,110.13,27.31,1.8,48.05,60.97,6.29,20.85,7.2,177,Unhealthy,9.3,43.5,0.496,3.71,128.27,582.0
Punjab,Gujrat,2019-07-01,102.63,188.92,31.59,62.57,42.2,36.71,2.64,22.63,39.23,7.54,13.04,2.55,175,Unhealthy,5.2,74.7,0.373,3.38,124.63,584.7
Punjab,Gujrat,2019-08-01,109.26,231.21,47.95,50.05,96.08,40.18,3.24,35.8,59.2,4.83,5.74,6.26,179,Unhealthy,15.5,65.8,0.51,3.97,127.26,585.4
Punjab,Gujrat,2019-09-01,142.0,308.4,44.72,90.72,68.05,28.05,4.02,17.45,95.59,3.03,25.42,8.15,196,Unhealthy,9.4,74.1,0.468,5.15,127.36,586.2
Punjab,Gujrat,2019-10-01,218.77,226.65,31.03,66.3,162.45,30.22,6.26,25.48,122.03,6.33,29.68,8.4,269,Very Unhealthy,7.8,52.1,0.463,4.19,127.97,581.9
Punjab,Gujrat,2019-11-01,319.23,352.75,105.18,153.53,200.0,72.71,5.99,84.32,200.0,17.73,58.81,8.73,356,Hazardous,3.7,44.9,0.499,4.01,127.86,589.4
Punjab,Gujrat,2019-12-01,395.54,740.0,150.0,148.19,153.2,48.31,10.79,87.92,200.0,5.91,21.65,3.01,417,Hazardous,4.1,51.9,0.565,4.0,129.26,588.5
Punjab,Gujrat,2020-01-01,530.38,615.6,94.98,180.0,200.0,60.84,11.2,55.33,161.71,15.21,19.81,11.18,524,Hazardous,7.1,48.7,0.305,4.15,131.07,598.6
Punjab,Gujrat,2020-02-01,124.08,230.87,48.09,113.5,172.85,28.35,8.38,43.5,78.42,5.55,17.03,7.21,186,Unhealthy,8.0,43.8,0.461,4.11,131.87,604.3
Punjab,Gujrat,2020-03-01,178.02,122.58,46.36,61.63,106.26,44.83,4.68,29.77,49.49,8.71,9.17,4.36,228,Very Unhealthy,4.7,46.9,0.455,5.31,130.01,598.6
Punjab,Gujrat,2020-04-01,79.0,130.93,31.13,22.25,24.9,25.48,2.94,18.92,31.76,2.81,14.3,4.35,163,Unhealthy,9.6,44.0,0.447,5.35,131.7,603.5
Punjab,Gujrat,2020-05-01,46.93,179.82,25.38,46.82,37.57,18.73,1.74,20.66,50.46,5.66,11.71,4.31,129,Unhealthy for Sensitive Groups,10.7,41.7,0.506,3.62,127.05,603.5
Punjab,Gujrat,2020-06-01,56.13,110.81,18.51,46.11,55.08,35.3,2.55,15.28,69.24,8.41,11.91,4.15,151,Unhealthy,7.1,53.1,0.463,5.93,129.9,601.6
Punjab,Gujrat,2020-07-01,100.15,233.27,20.92,79.63,53.96,31.99,2.66,15.34,82.51,3.87,14.63,6.86,174,Unhealthy,10.8,73.5,0.481,3.35,128.37,596.3
Punjab,Gujrat,2020-08-01,151.12,216.55,29.91,68.96,65.71,40.04,3.48,40.98,35.71,3.86,14.45,6.02,202,Very Unhealthy,5.9,76.3,0.406,5.48,128.81,602.8
Punjab,Gujrat,2020-09-01,143.7,297.72,32.8,82.69,118.25,16.05,3.31,45.78,84.78,8.09,23.37,2.28,197,Unhealthy,12.5,64.4,0.4,4.34,135.7,599.9
Punjab,Gujrat,2020-10-01,133.7,282.12,53.77,115.77,162.14,63.31,4.68,53.92,110.22,9.84,27.79,2.82,191,Unhealthy,9.0,64.8,0.445,4.47,126.26,600.2
Punjab,Gujrat,2020-11-01,333.09,557.94,116.94,116.46,129.36,47.14,11.16,88.38,184.57,14.69,60.0,5.18,367,Hazardous,8.2,48.5,0.439,3.89,130.03,600.5
Punjab,Gujrat,2020-12-01,391.31,550.67,150.0,135.39,181.84,80.0,13.13,100.0,133.86,7.61,60.0,20.0,413,Hazardous,4.6,72.1,0.473,2.61,127.82,603.0
Punjab,Gujrat,2021-01-01,315.61,734.55,117.88,122.35,172.41,80.0,9.32,100.0,119.86,24.92,22.7,15.31,353,Hazardous,2.4,62.0,0.459,5.06,133.1,612.4
Punjab,Gujrat,2021-02-01,268.07,246.76,58.6,97.77,81.71,49.0,5.52,67.22,125.63,5.76,30.37,12.32,315,Hazardous,2.2,46.5,0.349,2.53,132.85,610.5
Punjab,Gujrat,2021-03-01,192.06,252.4,38.45,57.32,111.1,32.97,5.27,58.71,91.83,3.23,20.41,10.08,242,Very Unhealthy,10.2,65.2,0.472,3.48,133.82,609.4
Punjab,Gujrat,2021-04-01,73.63,176.85,66.54,67.52,73.2,32.52,2.76,20.52,88.26,9.52,15.7,1.56,160,Unhealthy,14.8,28.7,0.419,5.74,133.19,608.5
Punjab,Gujrat,2021-05-01,130.99,207.24,33.25,96.22,87.77,38.04,2.84,37.73,52.36,2.66,6.83,8.37,190,Unhealthy,14.2,38.9,0.469,4.14,130.78,609.7
Punjab,Gujrat,2021-06-01,156.4,230.29,26.8,83.21,48.93,39.28,2.54,29.32,67.5,8.14,8.82,3.94,207,Very Unhealthy,6.9,39.8,0.464,5.68,132.79,612.4
Punjab,Gujrat,2021-07-01,142.82,173.87,40.22,52.05,39.61,21.74,2.42,40.51,68.69,6.78,21.13,4.25,196,Unhealthy,14.7,59.4,0.399,5.27,132.52,614.1
Punjab,Gujrat,2021-08-01,162.24,177.98,52.01,62.75,52.38,25.09,1.9,33.44,51.01,4.02,16.21,3.79,213,Very Unhealthy,8.4,80.8,0.446,4.78,132.89,609.4
Punjab,Gujrat,2021-09-01,165.92,188.97,22.21,63.07,99.84,38.84,3.01,19.04,58.25,4.76,25.31,7.33,216,Very Unhealthy,7.3,59.2,0.435,4.42,136.73,607.6
Punjab,Gujrat,2021-10-01,203.72,242.05,88.03,107.34,59.65,57.23,6.72,26.93,111.01,3.19,35.03,10.65,254,Very Unhealthy,3.2,63.8,0.585,5.27,131.04,604.3
Punjab,Gujrat,2021-11-01,570.29,872.68,150.0,180.0,200.0,80.0,6.08,100.0,200.0,25.0,42.47,20.0,556,Hazardous,7.9,61.6,0.488,4.55,134.2,607.7
Punjab,Gujrat,2021-12-01,459.24,621.97,142.37,180.0,187.36,80.0,13.18,100.0,200.0,21.82,34.93,16.92,467,Hazardous,2.7,67.1,0.488,4.15,131.49,608.7
Punjab,Gujrat,2022-01-01,501.42,655.44,110.29,180.0,138.42,80.0,10.39,100.0,200.0,21.27,60.0,18.79,501,Hazardous,2.8,59.4,0.49,7.24,133.96,618.1
Punjab,Gujrat,2022-02-01,281.74,261.75,45.72,84.58,153.27,60.6,3.42,74.16,137.39,8.02,13.06,5.76,326,Hazardous,8.4,58.4,0.484,5.2,136.23,619.2
Punjab,Gujrat,2022-03-01,188.84,240.61,29.18,52.07,133.44,19.01,4.63,51.13,81.63,5.17,14.7,9.79,239,Very Unhealthy,6.9,44.1,0.421,4.9,138.76,615.4
Punjab,Gujrat,2022-04-01,130.03,155.3,38.5,48.04,69.3,36.66,3.77,48.26,93.83,6.67,10.34,5.59,189,Unhealthy,9.7,37.9,0.557,4.36,133.97,622.7
Punjab,Gujrat,2022-05-01,63.51,152.51,35.05,54.12,98.05,21.32,2.98,42.54,60.57,8.93,12.3,1.55,155,Unhealthy,8.5,46.5,0.499,3.72,138.59,621.3
Punjab,Gujrat,2022-06-01,87.77,219.4,27.53,62.03,80.28,18.73,4.94,19.86,76.81,5.88,5.25,6.79,168,Unhealthy,12.9,49.2,0.561,2.36,133.45,621.7
Punjab,Gujrat,2022-07-01,115.44,226.56,36.36,75.67,86.74,25.11,3.21,27.33,63.12,4.55,10.15,1.92,182,Unhealthy,15.6,69.9,0.464,5.33,134.16,617.5
Punjab,Gujrat,2022-08-01,79.32,209.83,32.76,70.84,95.7,23.47,2.83,36.3,44.72,1.81,17.26,4.28,163,Unhealthy,7.7,78.8,0.389,2.42,136.82,616.9
Punjab,Gujrat,2022-09-01,75.57,265.29,54.83,89.79,74.76,44.56,1.79,22.78,47.69,3.64,10.32,2.32,161,Unhealthy,7.2,58.5,0.478,5.05,136.53,618.5
Punjab,Gujrat,2022-10-01,243.49,264.08,71.64,104.82,160.19,23.44,2.75,65.38,96.46,9.43,33.79,9.05,293,Very Unhealthy,4.9,56.6,0.439,4.04,134.35,620.3
Punjab,Gujrat,2022-11-01,411.71,663.51,127.18,179.53,133.05,73.51,9.46,48.52,200.0,25.0,46.93,13.07,430,Hazardous,2.3,69.5,0.521,6.16,137.36,624.4
Punjab,Gujrat,2022-12-01,465.57,472.03,112.24,115.14,200.0,58.05,10.33,90.5,150.73,21.28,60.0,12.94,473,Hazardous,5.1,82.1,0.427,2.37,130.75,622.9
Punjab,Gujrat,2023-01-01,396.09,497.51,87.04,180.0,200.0,80.0,15.0,100.0,200.0,20.0,27.21,20.0,417,Hazardous,4.7,48.7,0.506,3.08,138.76,628.0
Punjab,Gujrat,2023-02-01,123.85,237.28,63.78,72.37,146.22,35.29,7.91,39.26,110.63,5.71,17.24,3.07,186,Unhealthy,2.8,64.1,0.466,3.07,142.7,628.9
Punjab,Gujrat,2023-03-01,187.8,360.93,33.09,62.31,99.13,50.33,4.76,47.21,87.08,5.94,16.88,1.42,238,Very Unhealthy,5.0,61.8,0.528,5.64,135.27,630.1
Punjab,Gujrat,2023-04-01,89.84,281.26,39.21,89.28,121.54,34.31,3.45,21.12,101.32,9.4,19.22,7.61,169,Unhealthy,6.6,37.3,0.484,4.12,137.09,630.7
Punjab,Gujrat,2023-05-01,151.77,162.75,59.86,44.21,73.89,24.84,2.93,36.72,73.41,6.54,26.23,3.12,202,Very Unhealthy,10.7,48.7,0.441,4.42,136.93,634.5
Punjab,Gujrat,2023-06-01,66.63,264.9,31.25,53.5,60.8,21.35,2.39,20.08,58.39,7.54,11.06,3.69,157,Unhealthy,17.4,43.2,0.418,4.73,140.38,633.5
Punjab,Gujrat,2023-07-01,138.19,174.07,27.7,56.31,60.44,21.27,3.3,42.24,53.21,3.91,21.15,1.75,194,Unhealthy,12.7,54.3,0.525,3.47,142.67,631.0
Punjab,Gujrat,2023-08-01,71.94,133.48,35.84,39.18,92.16,23.31,4.43,23.64,58.01,4.64,19.83,1.73,159,Unhealthy,7.7,65.1,0.51,3.52,139.94,630.4
Punjab,Gujrat,2023-09-01,145.58,295.38,58.44,79.37,90.76,22.17,3.73,27.42,64.42,8.29,11.34,7.58,198,Unhealthy,3.7,70.0,0.535,6.54,136.71,630.2
Punjab,Gujrat,2023-10-01,188.68,327.24,73.62,116.18,150.6,53.88,7.06,67.65,110.45,5.02,28.78,11.5,239,Very Unhealthy,9.2,35.8,0.473,4.54,139.21,628.0
Punjab,Gujrat,2023-11-01,450.49,992.07,138.77,147.21,200.0,80.0,14.69,61.4,200.0,23.99,60.0,20.0,461,Hazardous,2.4,61.3,0.439,4.7,141.45,627.4
Punjab,Gujrat,2023-12-01,492.5,993.72,92.53,157.53,200.0,80.0,6.83,100.0,200.0,25.0,31.65,18.4,494,Hazardous,5.6,68.4,0.427,5.14,142.86,631.0
Punjab,Gujrat,2024-01-01,220.19,492.65,150.0,180.0,200.0,80.0,13.33,58.12,144.08,18.91,23.62,11.4,270,Very Unhealthy,6.1,55.0,0.402,6.28,147.42,639.8
Punjab,Gujrat,2024-02-01,238.52,297.95,86.29,97.62,128.75,47.5,7.91,27.67,139.28,5.33,36.32,2.89,288,Very Unhealthy,4.7,64.0,0.489,4.2,141.48,640.4
Punjab,Gujrat,2024-03-01,130.95,299.06,64.69,63.49,137.2,53.41,4.98,39.03,89.2,12.57,18.59,9.33,190,Unhealthy,7.8,60.8,0.449,5.36,142.68,640.2
Punjab,Gujrat,2024-04-01,99.78,205.77,46.3,98.25,112.66,28.85,3.87,29.06,99.88,2.45,17.39,2.7,174,Unhealthy,7.6,35.8,0.44,4.31,143.42,639.5
Punjab,Gujrat,2024-05-01,141.97,151.33,28.66,86.91,70.19,45.09,5.03,36.97,67.4,2.78,16.35,3.93,196,Unhealthy,10.2,31.7,0.433,3.67,145.24,642.4
Punjab,Gujrat,2024-06-01,163.03,154.66,40.24,66.16,48.71,37.36,1.47,43.86,42.82,7.48,20.11,6.62,213,Very Unhealthy,6.5,51.1,0.393,4.03,142.84,644.8
Punjab,Gujrat,2024-07-01,153.34,127.72,46.09,57.76,61.03,19.27,1.25,22.5,67.74,7.72,16.12,1.28,204,Very Unhealthy,14.9,76.8,0.492,4.84,142.98,640.0
Punjab,Gujrat,2024-08-01,114.89,135.77,45.21,65.12,81.93,22.38,2.29,16.55,73.78,4.32,11.07,4.84,182,Unhealthy,14.9,79.2,0.493,5.18,137.88,639.0
Punjab,Gujrat,2024-09-01,134.69,254.18,52.83,64.5,83.62,31.46,2.82,18.56,48.61,5.18,13.79,7.13,192,Unhealthy,5.6,71.8,0.421,4.65,143.11,640.4
Punjab,Gujrat,2024-10-01,146.5,384.09,45.92,76.76,86.52,24.19,6.65,32.36,121.48,13.64,16.57,6.84,198,Unhealthy,5.6,47.3,0.492,5.65,141.2,646.1
Punjab,Gujrat,2024-11-01,433.16,424.69,97.55,180.0,200.0,80.0,9.23,71.68,175.53,10.63,31.83,4.13,447,Hazardous,9.0,52.1,0.462,5.68,145.38,643.1
Punjab,Gujrat,2024-12-01,446.7,828.44,139.31,153.2,200.0,59.36,7.69,100.0,200.0,25.0,50.91,20.0,457,Hazardous,4.7,58.1,0.491,4.54,146.14,636.0
Punjab,Gujrat,2025-01-01,233.93,867.52,148.03,180.0,200.0,67.62,4.69,86.16,171.12,24.71,60.0,20.0,284,Very Unhealthy,6.5,77.4,0.476,4.56,146.12,652.4
Punjab,Gujrat,2025-02-01,116.42,451.32,34.41,76.25,124.2,42.99,7.95,71.34,70.53,13.51,38.35,9.56,182,Unhealthy,4.7,64.4,0.529,4.04,144.32,648.9
Punjab,Gujrat,2025-03-01,166.86,320.44,31.71,96.17,93.96,39.4,5.32,29.05,94.35,10.59,8.66,6.9,217,Very Unhealthy,6.2,46.8,0.518,3.2,145.62,649.4
Punjab,Gujrat,2025-04-01,193.45,230.59,46.84,92.81,73.47,41.48,4.98,39.1,61.7,2.27,15.65,1.42,244,Very Unhealthy,14.1,36.3,0.377,5.22,145.94,649.9
Punjab,Gujrat,2025-05-01,123.87,196.21,33.07,72.38,75.65,22.0,2.91,51.89,44.8,7.73,14.27,1.81,186,Unhealthy,12.6,25.4,0.406,3.85,146.72,656.9
Punjab,Gujrat,2025-06-01,160.5,291.83,43.97,79.53,54.92,36.62,2.0,26.63,56.06,3.18,16.77,3.21,211,Very Unhealthy,7.5,50.9,0.478,5.84,147.71,655.3
Punjab,Gujrat,2025-07-01,77.51,200.54,38.47,52.95,44.78,36.1,3.26,40.42,66.59,2.11,20.4,6.16,162,Unhealthy,12.2,81.9,0.321,3.79,146.75,650.2
Punjab,Gujrat,2025-08-01,67.0,142.79,32.24,59.02,61.47,36.03,1.73,21.51,75.06,5.59,11.0,1.11,157,Unhealthy,7.3,89.4,0.522,5.51,145.13,651.1
Punjab,Gujrat,2025-09-01,143.7,236.23,44.19,65.57,87.61,27.51,4.15,48.34,56.93,10.24,7.94,4.62,197,Unhealthy,5.5,69.4,0.37,4.89,143.1,653.8
Punjab,Gujrat,2025-10-01,213.82,360.59,36.37,67.7,155.51,33.22,5.02,22.67,111.45,4.53,26.41,4.55,264,Very Unhealthy,7.4,54.3,0.47,3.25,143.52,654.9
Punjab,Gujrat,2025-11-01,316.41,649.1,78.27,127.3,154.37,80.0,10.62,53.18,129.83,24.54,58.86,6.33,354,Hazardous,7.7,62.9,0.428,3.85,144.24,652.4
Punjab,Gujrat,2025-12-01,198.32,881.87,141.36,168.0,143.19,80.0,7.1,100.0,200.0,18.46,60.0,5.59,248,Very Unhealthy,5.4,76.5,0.477,5.38,144.98,648.4
Punjab,Hafizabad,2014-01-01,237.68,433.08,129.39,180.0,196.55,80.0,12.17,88.84,191.18,12.08,37.41,17.32,287,Very Unhealthy,3.9,65.1,0.458,3.91,109.97,537.5
Punjab,Hafizabad,2014-02-01,207.48,247.71,27.69,102.94,140.38,36.96,2.66,49.05,81.61,9.43,22.32,9.33,257,Very Unhealthy,4.8,46.6,0.502,3.46,110.71,540.9
Punjab,Hafizabad,2014-03-01,98.74,188.85,32.71,53.02,47.38,37.7,4.67,22.21,51.18,4.95,5.46,0.98,173,Unhealthy,9.1,58.5,0.391,5.15,107.6,532.5
Punjab,Hafizabad,2014-04-01,140.42,216.96,26.75,45.06,53.54,15.49,1.46,35.64,76.74,2.08,10.41,2.6,195,Unhealthy,6.6,52.7,0.5,4.37,109.57,535.0
Punjab,Hafizabad,2014-05-01,89.21,104.3,17.29,44.34,71.37,32.76,2.94,16.06,69.13,1.81,9.99,2.89,168,Unhealthy,9.1,44.0,0.397,3.97,108.56,538.3
Punjab,Hafizabad,2014-06-01,136.87,98.96,38.26,48.19,74.35,20.95,2.99,28.37,37.37,1.81,6.62,3.54,193,Unhealthy,12.5,37.0,0.431,7.12,109.15,530.5
Punjab,Hafizabad,2014-07-01,53.81,115.87,32.01,44.67,72.32,18.66,1.98,21.06,37.7,2.49,8.93,2.92,146,Unhealthy for Sensitive Groups,7.3,79.9,0.432,4.69,109.32,537.5
Punjab,Hafizabad,2014-08-01,80.28,125.32,26.33,50.94,47.15,13.41,3.19,20.43,54.03,6.18,4.6,3.15,164,Unhealthy,4.8,70.0,0.503,4.74,107.38,536.6
Punjab,Hafizabad,2014-09-01,83.06,166.26,27.34,47.43,44.65,33.76,3.16,37.88,32.95,6.28,7.62,3.5,165,Unhealthy,6.5,63.8,0.541,3.94,108.02,535.0
Punjab,Hafizabad,2014-10-01,180.38,326.9,56.47,94.01,83.9,23.41,4.24,51.26,96.49,4.96,12.51,8.67,231,Very Unhealthy,9.7,50.6,0.463,4.85,112.84,535.7
Punjab,Hafizabad,2014-11-01,204.23,296.51,105.68,172.51,169.99,60.51,8.87,41.06,102.6,10.31,27.61,10.52,254,Very Unhealthy,6.6,60.0,0.509,4.04,107.69,531.8
Punjab,Hafizabad,2014-12-01,444.56,390.84,120.94,174.83,147.42,80.0,4.1,88.66,125.73,12.27,58.87,14.59,456,Hazardous,4.6,81.0,0.408,5.32,109.72,535.7
Punjab,Hafizabad,2015-01-01,380.05,721.12,120.51,156.26,116.28,72.18,11.31,53.1,161.25,12.93,17.04,17.72,404,Hazardous,4.0,54.7,0.424,4.72,114.7,544.3
Punjab,Hafizabad,2015-02-01,136.11,300.5,64.2,87.03,118.6,22.99,3.05,33.49,108.36,7.51,17.67,6.3,193,Unhealthy,9.5,67.5,0.477,3.78,113.45,541.5
Punjab,Hafizabad,2015-03-01,125.32,200.79,36.57,81.5,64.29,41.95,2.49,47.18,59.84,3.65,18.65,2.59,187,Unhealthy,4.7,46.9,0.476,3.93,111.86,545.9
Punjab,Hafizabad,2015-04-01,78.17,109.84,33.6,40.08,57.32,18.86,2.57,39.41,55.2,8.62,12.73,3.56,163,Unhealthy,9.4,49.0,0.448,4.86,112.5,540.6
Punjab,Hafizabad,2015-05-01,142.84,123.37,35.31,42.74,50.4,26.77,4.06,37.64,38.87,5.52,19.15,1.31,196,Unhealthy,14.9,51.2,0.472,3.06,114.86,548.6
Punjab,Hafizabad,2015-06-01,111.84,195.29,16.63,31.2,77.0,16.91,1.36,31.2,59.92,4.25,15.15,5.75,180,Unhealthy,14.0,39.1,0.453,5.37,113.3,548.2
Punjab,Hafizabad,2015-07-01,50.17,168.43,26.22,42.78,55.93,29.99,2.61,11.04,38.88,2.0,12.05,5.07,137,Unhealthy for Sensitive Groups,16.4,61.8,0.452,4.45,116.85,544.0
Punjab,Hafizabad,2015-08-01,66.63,87.35,27.95,50.11,34.25,17.09,1.16,20.13,43.5,6.03,17.52,0.89,157,Unhealthy,7.4,92.4,0.469,3.61,114.13,548.3
Punjab,Hafizabad,2015-09-01,58.04,147.49,34.93,30.32,62.35,33.8,1.87,39.62,74.71,5.24,20.39,2.2,152,Unhealthy,11.0,60.7,0.544,3.02,112.53,545.6
Punjab,Hafizabad,2015-10-01,97.37,304.25,24.12,61.79,111.5,25.51,2.67,20.33,74.17,4.82,22.24,2.04,173,Unhealthy,5.5,57.1,0.501,4.66,110.02,547.2
Punjab,Hafizabad,2015-11-01,312.73,593.07,124.01,133.78,182.14,52.44,7.96,31.09,169.43,11.56,36.72,6.54,351,Hazardous,6.1,56.7,0.489,3.96,113.68,541.0
Punjab,Hafizabad,2015-12-01,358.0,680.56,97.8,180.0,197.95,56.16,11.33,73.77,200.0,25.0,60.0,11.21,387,Hazardous,5.2,75.0,0.481,6.01,110.65,543.8
Punjab,Hafizabad,2016-01-01,351.66,369.76,129.01,143.18,200.0,64.82,3.72,73.48,135.29,21.19,46.21,10.11,382,Hazardous,5.1,70.5,0.391,4.33,118.05,554.1
Punjab,Hafizabad,2016-02-01,219.67,313.43,55.33,91.36,114.53,33.08,5.44,55.08,82.02,2.77,7.42,6.92,270,Very Unhealthy,9.6,62.2,0.461,4.08,112.23,554.8
Punjab,Hafizabad,2016-03-01,95.58,158.61,48.72,46.37,62.34,20.36,3.87,23.93,64.6,6.01,6.05,4.38,172,Unhealthy,8.9,60.7,0.553,4.45,118.46,554.6
Punjab,Hafizabad,2016-04-01,113.74,196.92,24.58,53.82,78.01,39.21,2.73,22.35,63.85,4.03,20.35,5.96,181,Unhealthy,7.5,38.4,0.535,3.85,116.55,559.2
Punjab,Hafizabad,2016-05-01,68.97,175.34,40.16,36.03,41.09,34.79,3.24,17.18,70.18,3.21,10.15,5.41,158,Unhealthy,17.2,26.3,0.515,2.61,113.49,556.3
Punjab,Hafizabad,2016-06-01,88.88,211.73,25.42,62.8,39.04,33.21,3.33,33.66,60.8,5.34,15.83,1.59,168,Unhealthy,10.7,46.1,0.526,6.13,117.79,556.8
Punjab,Hafizabad,2016-07-01,76.62,118.29,37.0,31.73,69.58,21.5,1.11,31.15,34.79,5.36,17.38,1.08,162,Unhealthy,14.0,73.8,0.478,4.16,115.55,557.0
Punjab,Hafizabad,2016-08-01,42.59,136.09,41.24,48.38,55.88,30.03,1.98,27.58,32.29,1.83,15.81,2.32,118,Unhealthy for Sensitive Groups,9.7,78.6,0.457,5.51,115.14,555.3
Punjab,Hafizabad,2016-09-01,96.91,222.95,46.99,71.12,75.88,29.16,3.48,29.85,76.17,6.85,6.91,1.61,172,Unhealthy,6.1,57.7,0.425,4.81,114.83,553.5
